0,sip:10.10.78.23:5060,mb=31,2,GSM
1,sip:10.10.78.24:5060,mb=29,2,GSM
1,sip:10.10.78.26:5060,mb=30,2,GSM
1,sip:10.10.78.27:5060,mb=32,2,GSM
1,sip:10.10.78.28:5060,mb=31,2,GSM
1,sip:10.10.78.29:5060,mb=31,2,GSM
1,sip:10.10.89.28:5060,mb=24,2,GSM
1,sip:10.10.90.30:5060,mb=32,2,GSM
1,sip:10.10.90.32:5060,mb=32,2,GSM
350,sip:10.10.92.21:5060,mb=16,2,GSM
1,sip:10.10.92.22:5060,mb=32,2,GSM
1,sip:10.10.92.23:5060,mb=31,2,GSM
1,sip:10.10.92.24:5060,mb=31,2,GSM
1,sip:10.10.92.25:5060,mb=31,2,GSM
0,sip:10.10.92.19:5060,mb=16,2,GSM
0,sip:10.10.92.20:5060,mb=29,2,GSM
350,sip:10.10.94.32:5060,mb=29,2,GSM
0,sip:10.10.94.123:5060,mb=10,2,GSM
1,sip:10.10.95.28:5060,mb=29,2,GSM
1,sip:10.10.97.12:5060,mb=32,2,GSM
350,sip:10.10.97.13:5060,mb=32,2,GSM
350,sip:10.10.97.14:5060,mb=29,2,GSM
1,sip:10.10.97.16:5060,mb=30,2,GSM
1,sip:10.10.97.20:5060,mb=29,2,GSM
1,sip:10.10.97.23:5060,mb=29,2,GSM
0,sip:10.10.98.15:5060,mb=32,2,GSM
350,sip:10.10.98.21:5060,mb=31,2,GSM
1,sip:10.10.98.22:5060,mb=31,2,GSM
350,sip:10.10.151.12:5060,mb=30,2,GSM
1,sip:10.10.151.13:5060,mb=25,2,GSM
350,sip:10.10.152.13:5060,mb=27,2,GSM
1,sip:10.10.90.21:5060,mb=31,2,GSM
1,sip:10.10.93.13:5060,mb=32,2,GSM
1,sip:10.10.93.14:5060,mb=32,2,GSM
1,sip:10.10.93.12:5060,mb=16,2,GSM
1,sip:10.10.90.31:5060,mb=32,2,GSM
1,sip:10.10.94.23:5060,mb=31,2,GSM
1,sip:10.10.94.31:5060,mb=31,2,GSM
